-1.5121	-1.4575	-1.0108	-0.86105	-1.0758	-0.5257	-0.66264	-0.80612	-0.53076	-0.94	-0.7103	-0.63021	-0.65743	-0.64309	-1.0002	-1.1386	-1.1263	-0.85364	-0.93998	-0.70085	-1.0058	-0.81838	-0.8403	-0.57791	-2.1735	-2.1118	-1.7285	-1.8252	-1.7181	-1.3188	-1.1037	-1.4784	-1.6976	-0.9878	-0.80987	-1.5344	-0.55605	-0.61314	-1.418	-1.2749	-0.95258	-1.0248	-1.0426	-0.79054	-0.95028	-1.2904	-1.0894	-0.67204	-0.76631	-0.81965	-0.60677	-0.39553	-0.54164	-0.61401	-0.057164	-0.45582	-0.64598	-0.54549	-0.63378	-0.35861	-0.13094	-0.035792	-0.079111	-0.095043	-0.010888	-0.019413	-0.030927	0.32668	0.52522	0.078569	0.074124	0.25673	0.22796	0.6639	0.42838	0.24859	0.54832	0.69504	0.12323	0.0039775	0.41361	0.68389	0.61605	0.3647	-0.1498	0.19564	-0.15397	0.032407	0.14101	0.54906	0.89767	0.71131	-0.047952	0.14043	-0.019477	0.079302	-0.1736	0.60269	0.47384	0.55575	0.89516	1.0557	0.44885	0.35424	1.1196	0.97574	1.2356	1.2997	1.2341	0.96627	1.3848	1.5082	1.2797	1.1201	1.5658	1.1461	0.88246	1.1736	1.1824	1.1098	1.6915	1.1656	1.6171	1.831	1.4982	1.3411	1.585	1.5712	1.2662	0.80595	1.1546	0.64079	-0.0052103	0.92479	1.8896	2.405	0.43352	0.41627	1.9523	1.7949
1.3412	1.0228	1.1218	0.97183	1.4554	1.5616	0.9875	1.0032	0.66705	1.0008	1.1043	0.90552	1.2224	0.91285	0.66373	1.1087	1.2215	0.90445	0.31438	0.86337	1.3994	0.46364	0.23125	0.28068	0.33754	1.2873	1.663	0.98489	0.48811	1.1495	1.3305	0.81664	1.0728	1.5621	1.261	1.5835	1.7237	1.4035	0.69882	0.71412	1.099	0.4147	-0.39748	-0.011552	-0.30294	-0.43662	-0.72261	-0.9903	-1.468	-1.1382	-1.2741	-1.3367	-1.3226	-0.71683	-0.7686	-2.0727	-1.5808	-0.63785	-0.63878	-1.064	-0.75049	-0.46926	-0.8891	-0.62742	-0.17154	-0.55177	-0.42721	-0.083015	-0.10039	-0.08828	0.55142	0.058638	-0.31179	0.017242	-0.29057	-0.58311	0.3484	0.5178	-0.35374	-0.19313	-0.22683	-0.26484	-0.93931	-1.3295	-1.2767	-1.2594	-1.5802	-1.0553	-1.2092	-1.9487	-1.6483	-1.3366	-1.3002	-0.92367	-0.76458	-0.63846	-0.32404	1.3539	1.1679	1.3179	0.92858	-0.31997	-1.3578	-0.96464	-0.90221	-0.73895	0.037487	0.36882	-0.12485	0.44919	1.2109	0.85263	0.79894	1.2003	1.076	0.50889	0.35208	-0.062489	-0.40935	-0.44579	0.21145	-0.26342	-0.47347	-0.45515	-0.78665	-0.91095	-0.7501	-0.9472	-0.91057	-0.43613	0.13881	-1.5042	-3.216	-2.1325	-0.70828	0.37219	0.26274	0.97346	1.5144	0.70782
-0.47906	-0.69937	-1.2352	0.32282	-0.17444	-0.12376	-1.0895	0.31833	-0.89442	-0.23787	0.5553	-0.27769	-0.51589	-1.101	-0.41972	0.068035	0.93344	1.1365	0.64141	-0.22339	0.77345	0.83524	0.095864	1.1346	1.0249	-0.45121	-0.21712	0.034239	1.497	0.92189	1.5919	1.2404	-0.17249	2.4256	1.6966	1.1985	0.97964	-0.74856	-0.035217	0.9858	0.28985	-0.62016	0.60919	1.0138	-0.88482	-0.41687	0.49218	0.94951	-1.0245	-0.44037	-1.1352	-1.0054	-0.41678	0.74849	-0.31562	-1.2618	-0.90997	0.43514	0.82785	0.78445	0.32483	-0.3305	-0.35995	-0.37455	0.13603	0.85503	0.7065	0.81785	0.0098261	0.045836	1.1388	1.0946	0.65233	-0.021942	-0.52347	0.55617	0.71183	-0.4087	-0.42207	-0.015284	1.3392	-0.044609	-0.61728	-0.059243	0.98257	0.73157	-0.035744	0.25361	1.3143	0.76336	-0.52412	-0.27456	-0.18828	-0.0044827	0.25747	1.0659	0.56895	-0.60188	1.4469	0.19691	-0.19431	-1.3841	0.60966	0.3298	0.69944	-0.077509	-0.055874	0.62886	1.1733	-0.064141	-0.69456	-1.3798	-0.66968	0.45886	-0.34184	-1.3006	-0.85959	-0.64729	0.15869	-0.61264	-1.0004	0.037447	0.42956	-0.72296	-0.26497	0.44577	1.667	-1.2156	1.4447	0.71347	-0.95466	-0.83447	-3.7688	-2.8348	-4.1949	-3.6225	-0.11292	-1.3695	-0.142	0.3257
1.9432	2.0121	0.96593	-1.4285	-1.0238	-0.23864	-0.060876	0.12267	0.091738	0.066169	-0.050998	-0.47462	-0.26554	-0.12884	-0.56128	-0.17381	-0.035913	-0.39697	-0.51502	0.29311	0.91971	1.7412	2.013	2.3816	2.2749	1.2773	-0.38271	-0.99217	-0.51222	0.3179	-0.25576	-0.94116	-0.76744	0.11135	-0.054839	0.45541	0.91775	-0.18693	0.080742	0.63165	0.15102	0.73392	0.36344	0.17213	0.12838	0.5873	1.3571	1.0236	0.83023	0.94963	1.6588	1.9752	1.6708	1.0961	1.079	1.0017	1.4611	0.31478	-0.75827	-0.97277	-0.85244	-1.3462	-0.98858	-0.35271	-0.2046	-1.1707	-1.0817	0.34212	0.70959	-0.30595	0.62853	0.84993	0.73387	0.881	0.62751	0.097756	-0.18061	0.069076	-0.36299	0.48727	0.59252	0.55323	0.64804	0.0095383	-0.73874	-1.2027	-1.969	-0.43808	0.75383	1.1324	1.3	0.89696	-0.50629	-1.5089	-1.796	-1.9557	-1.036	0.28187	-0.21954	-0.80523	0.30716	1.1525	0.64483	0.87137	0.62504	-0.90355	-1.5793	-1.7111	-1.5819	-1.2694	-0.058872	-0.24005	-0.24753	-0.47033	-0.60112	-1.2249	-1.292	-0.58502	-0.35132	-0.22215	0.31447	0.24	-0.53543	0.034269	0.61022	0.51595	-0.19735	-0.46801	-0.88346	-0.73659	-0.53884	-0.77764	-3.4897	-2.8614	-1.1562	-0.34678	0.28278	0.81211	1.366	-0.012132
-1.8368	-1.4349	-1.3874	-0.56903	-0.30865	-1.2833	-1.5641	-1.744	-1.895	-1.3201	-1.6353	-1.764	-1.2317	-1.5749	-1.6432	-1.0536	-0.9919	-0.84374	-2.2036	-1.7687	-1.2443	-0.96342	-1.4111	-0.61088	1.0004	-0.557	-0.62931	-0.21864	-0.78571	-0.40238	-0.59628	-0.70735	-1.1144	0.24296	0.01487	-0.44029	0.77559	-0.16308	-0.31705	-0.053505	-0.25559	-1.052	-0.16887	-0.64633	-0.52936	-0.30583	-0.024082	-0.43729	-0.90466	-0.72866	0.11248	0.45577	1.1924	1.1896	-0.26733	-0.74896	0.21902	0.42348	0.50687	-0.0294	-1.0612	-0.79134	-0.070604	0.56202	0.86888	0.5192	-0.33993	-0.90094	-1.0047	-0.96804	0.65829	0.532	-0.19807	-0.19775	-0.30556	0.37549	0.41875	-0.87528	-0.55127	-0.53295	-0.75573	-0.91019	-0.87398	0.21413	0.90134	0.23734	-0.44206	0.61513	1.037	0.10928	-0.0023501	0.39494	0.55089	0.56695	0.42609	-0.058301	0.17813	0.65838	1.3758	0.72224	0.57895	0.99217	0.93402	0.94703	0.13328	-0.32135	-0.041665	0.4637	-0.23909	-0.35331	0.53224	0.49887	1.1145	2.2994	1.8272	0.85367	0.77786	1.3485	0.9666	1.1769	1.5549	2.1393	0.59201	0.88617	1.5786	2.2006	1.0963	1.4388	0.12104	0.56711	1.1614	2.2158	1.3524	-1.1244	-0.37022	0.73171	2.3645	1.5622	1.6354	0.95834
-0.044177	-0.040385	-0.03643	-0.60051	-0.52362	-0.40158	-0.2538	0.0040443	-0.32755	-0.45711	-0.50936	-0.030384	0.5108	0.21115	-1.013	-0.88574	-0.16417	0.44509	-0.85832	-0.1583	0.1919	0.2175	-0.08073	0.76217	-0.22647	-0.078056	-0.021156	0.029627	-0.97047	-0.078497	0.88168	-0.1221	0.17014	-0.085055	0.5451	1.206	0.3365	-0.18045	-0.80583	-0.83469	0.59492	-0.24916	-0.94863	0.22628	0.24586	-0.21848	-0.16654	0.45014	0.42291	-0.44353	-0.038155	-0.090039	-0.55317	-0.42407	0.81955	-0.13975	-0.19158	-0.072193	-0.41507	-0.73731	-0.80382	0.5271	0.38148	-0.57508	-0.36147	0.19709	0.98358	1.1562	1.0179	0.20645	0.98094	0.32124	-0.51077	-0.60689	0.75505	3.0096	3.9108	1.771	-0.78631	-1.8607	-1.0294	0.18868	-0.39487	-1.4729	-0.95905	-0.751	0.36131	0.055684	-0.57426	-1.1942	-0.58704	-0.39907	-0.73656	-0.8186	-0.14608	-0.86032	0.068155	0.66551	0.019661	0.28991	0.8574	0.30486	-0.21214	0.19446	0.50648	1.4908	1.6473	0.4655	-0.18726	-0.61877	-0.75161	-1.174	-1.2669	-0.58521	0.51005	-0.27777	0.16079	1.0653	0.90074	1.6484	0.23523	-0.65637	-1.1335	0.0249	-0.038668	-0.9273	-1.0874	-0.51046	-1.2731	-0.96684	-0.25019	-0.74614	-1.9141	-1.0257	2.6438	3.4236	4.429	2.5487	-1.2238	-1.4649
0.71845	-0.079826	-0.92541	-1.642	-1.3841	-0.63757	-0.88972	-0.96415	-1.3411	-0.127	0.58041	0.76807	0.48328	1.0089	0.63637	1.5792	1.8766	1.7069	1.6952	1.5712	1.2169	0.29758	0.19052	-0.099161	0.75757	0.54767	-0.94766	0.39845	0.90783	2.1471	2.082	1.0288	0.87787	1.0973	-0.62106	-0.30339	-0.38302	-0.5182	-0.099287	-0.052455	-1.6818	-1.0418	-1.3228	-0.77224	0.04803	-0.68532	-1.1158	-1.3224	-1.8229	-1.8356	-0.72752	0.35734	0.38306	0.75939	0.038528	-0.19856	-0.42205	-0.11036	0.65303	-0.29971	0.5442	0.72534	0.27306	0.63534	1.0531	0.7347	0.18276	0.55484	0.70519	0.91832	1.2456	0.88876	0.28652	0.55267	1.0221	-0.34223	0.11042	0.35567	0.2379	0.68952	-0.19649	0.18833	0.18049	0.22093	0.14801	0.012154	-1.4913	-1.1971	-1.3259	-1.4674	-1.5766	-1.5193	-0.77636	0.095212	0.76764	1.237	0.65886	0.10846	0.32641	-0.21332	1.2337	0.46309	-0.7036	-0.5041	0.95094	0.34401	0.80309	0.8911	1.1006	0.77254	0.52847	0.83759	1.2376	0.027213	0.23259	0.26305	0.49092	0.42368	-0.089346	0.52227	0.96986	-0.23339	-0.65973	-0.70265	-0.79605	-0.43522	-0.54764	-0.57177	1.0453	-0.31928	-1.2461	-1.9192	-4.0904	-2.9614	-1.6998	-1.1708	-0.95374	-0.65737	0.11139	-0.58061
1.313	1.5317	1.3436	1.2128	0.15842	-0.35188	0.31861	0.071966	0.055287	0.18273	0.4997	0.75163	0.0016801	0.87239	0.42442	-0.01086	0.6529	0.66949	0.67933	0.41843	1.1707	1.1152	0.32498	0.94305	0.88311	0.7902	0.99616	0.26622	-0.35926	0.47034	1.4581	2.1169	-0.50941	0.73225	0.65314	0.67959	2.4914	2.3132	1.2301	0.73682	0.70587	0.28805	-0.10172	-0.96785	0.19365	-0.50292	-1.4808	-1.2263	-0.93424	-0.67515	-0.62438	0.32461	0.52685	0.55509	1.0959	-0.076685	-1.0825	-0.96209	-0.37233	-0.75773	-1.2263	0.032222	0.071959	0.056484	0.22902	0.54344	-0.424	-0.12426	0.69272	0.72905	0.28872	0.84718	-0.33535	0.21714	1.6056	0.46325	0.17371	0.75231	0.023441	-0.59882	0.12419	-0.66144	-0.43604	0.055029	-0.10118	0.65183	0.11199	-0.77245	-0.38962	-0.036138	-0.1404	0.17428	-0.047917	-0.38544	-0.11524	-0.77768	-1.2287	-0.88294	0.54036	-0.55036	-0.30517	-0.61422	-1.5229	-1.7969	-0.80433	-0.028107	-1.347	-0.2383	-1.5673	-1.5521	-0.79895	0.068862	0.39003	0.20064	0.45277	0.0080453	-0.73505	-0.20359	-0.76458	-1.038	-0.23256	0.26479	0.22323	-0.63773	-0.036556	0.027049	0.48196	-0.59994	-0.14257	1.0381	-0.86795	-0.019928	-2.9043	-5.2925	-3.1664	-2.1349	0.81021	0.78616	1.1238	1.1031
1.2504	0.90623	1.861	0.67711	-0.25102	0.18422	-0.34925	0.61131	-0.52138	-0.167	0.38772	-0.38401	0.043056	0.28843	-1.0903	-0.41745	0.2917	0.60274	-0.82304	-0.70553	0.85551	0.33484	0.095446	-0.0086804	2.3791	6.8316	1.312	1.0458	1.1552	1.5675	1.7418	1.0975	0.25785	2.1442	0.67051	0.054749	1.3541	0.44751	0.0627	0.98203	0.64966	0.26945	0.033568	0.27826	0.23445	0.12725	1.0278	0.41919	-0.076151	-0.14115	-0.23938	0.010531	-0.37666	0.07029	-0.20688	-1.7485	-1.2219	-0.30158	0.53782	-0.1673	-0.055262	0.018393	-0.41089	-0.29092	0.14345	0.54586	0.29456	-0.10429	0.21099	-0.62974	0.35748	0.59567	0.3199	-0.053222	0.16932	0.44442	0.33894	0.51403	0.053258	0.10509	0.33727	0.29998	-0.13929	-0.64895	0.43259	0.70764	-0.053877	-0.21177	-0.38795	-0.22397	-0.56611	-0.3136	-0.01388	0.076006	-0.031804	-0.23332	-1.0042	0.4709	1.2129	-0.3787	-0.58431	-0.72199	-0.4956	-0.48705	-0.12345	-0.6169	-0.55299	0.42774	-0.14586	-0.81096	-1.0301	-0.66132	-0.34477	-0.29057	-0.50958	-1.1654	-0.89938	-0.34911	-0.21242	-0.25211	-1.0665	-1.0008	-0.49474	-0.82715	-0.46151	-0.069061	-0.12024	-1.0019	-0.3183	-1.0502	-1.1759	-0.73936	-0.80203	-2.3128	-2.1376	-3.1633	-2.4061	0.57542	0.72364	-0.17727
1.4489	1.2508	0.79547	-1.004	-1.3696	-0.74678	-0.63971	-0.39948	-0.035393	-0.096801	-0.54751	-1.0235	0.10849	0.65631	-0.64071	-0.64651	-0.94355	-1.7239	-1.9243	-1.4225	-0.036705	-0.11451	0.09891	-0.16824	0.083338	-0.74331	-1.7586	-1.5879	-1.7117	-0.7505	-0.099772	-0.23628	-1.0567	-0.81478	-0.54536	0.46828	-0.30047	-0.44235	-0.41996	-0.29072	-0.13929	0.37318	-0.77622	-0.38085	0.87163	-0.2164	-0.089419	-0.18544	0.14768	0.29609	0.004841	-0.28056	-0.51824	-0.7859	-0.84928	-1.3818	-0.57524	0.21491	0.57828	-0.46432	-0.53011	-0.25238	-0.4415	0.21305	0.38366	-0.61963	-1.0864	0.47023	0.91136	-0.10064	0.87097	0.18058	-0.11162	0.043675	-0.072185	-0.51671	0.20697	0.34843	-0.91568	-0.56488	-0.27621	0.36776	1.9359	1.8165	1.8199	0.95938	0.70023	1.2803	1.35	1.2966	1.7099	1.8506	1.8328	1.6656	0.033485	-1.7364	-0.89405	0.39111	-0.54014	-0.35678	0.077917	-0.51943	-1.2959	-0.91473	-0.87059	-1.2104	-0.35486	0.25438	-1.191	-0.20334	0.72389	0.88635	0.442	0.0015221	0.081615	0.66795	0.67891	0.78627	0.4015	1.3766	1.638	0.92562	1.4357	2.3212	2.2312	2.2778	1.2502	1.4578	1.0866	0.2289	1.1197	0.088823	-3.3153	-2.9339	-0.66815	0.26993	0.67365	0.051258	-0.17276	0.079313
